Timestamp,Viewer IPs,User ID,Country,Sport,Duration,Device,Channel
2024-06-10 02:00:00,189.182.67.127,10741,Chile,Swimming,50,Mobile,Live Sports
2024-06-08 02:00:00,53.254.46.16,12035,Brazil,Snowboarding,90,Tablet,Live Sports
2024-06-09 03:00:00,249.99.33.21,19438,Brazil,Snowboarding,40,Mobile,Main Channel
2024-06-10 23:00:00,189.110.197.30,12513,Canada,Soccer,30,Mobile,Live Sports
2024-06-10 01:00:00,28.190.57.55,14437,Canada,Soccer,10,Tablet,Live Sports
2024-06-07 14:00:00,222.174.212.140,18378,Chile,Hockey,80,Desktop,Events Channel 2
2024-06-07 17:00:00,251.75.24.234,13501,Canada,Swimming,60,Desktop,Live Sports
2024-06-07 23:00:00,167.245.33.187,18677,Mexico,Basketball,80,Desktop,Live Sports
2024-06-07 16:00:00,234.201.191.203,18654,USA,Basketball,70,Tablet,Events Channel 2
2024-06-08 08:00:00,236.52.30.146,10892,Brazil,Snowboarding,60,Mobile,Events Channel 2
2024-06-09 12:00:00,46.225.55.33,18046,USA,Basketball,10,Desktop,Events Channel 2
2024-06-08 00:00:00,1.62.78.161,10682,Mexico,Basketball,10,Tablet,Main Channel
2024-06-07 21:00:00,82.204.215.201,12640,South Africa,Soccer,30,Desktop,Live Sports
2024-06-09 19:00:00,27.250.161.52,13722,Namibia,Hockey,120,Desktop,Main Channel
2024-06-10 06:00:00,33.147.84.77,13758,Canada,Hockey,80,Tablet,Events Channel 2
2024-06-07 09:00:00,2.68.26.235,13525,South Africa,Soccer,10,Mobile,Live Sports
2024-06-08 08:00:00,43.135.219.183,12747,Chile,Hockey,50,Tablet,Live Sports
2024-06-07 23:00:00,202.232.58.188,15432,Brazil,Swimming,70,Tablet,Main Channel
2024-06-07 19:00:00,165.176.232.235,19168,Canada,Basketball,70,Tablet,Events Channel 2
2024-06-10 17:00:00,172.211.105.3,11085,Canada,Swimming,10,Tablet,Main Channel
2024-06-08 15:00:00,80.34.135.88,16073,Namibia,Hockey,120,Desktop,Live Sports
2024-06-09 03:00:00,167.135.236.147,19500,Canada,Tennis,50,Mobile,Events Channel 2
2024-06-10 02:00:00,59.137.65.81,10003,South Africa,Basketball,60,Mobile,Events Channel 2
2024-06-09 11:00:00,74.65.34.69,11063,Chile,Swimming,10,Desktop,Main Channel
2024-06-10 21:00:00,198.252.141.62,16437,USA,Hockey,90,Desktop,Live Sports
2024-06-07 05:00:00,235.198.254.92,17002,Brazil,Tennis,40,Desktop,Main Channel
2024-06-08 07:00:00,177.39.92.91,16903,Namibia,Tennis,40,Desktop,Events Channel 2
2024-06-08 20:00:00,241.161.145.97,19447,Namibia,Swimming,10,Mobile,Live Sports
2024-06-09 12:00:00,45.81.89.4,17666,Namibia,Tennis,80,Desktop,Events Channel 2
2024-06-10 22:00:00,246.129.133.166,12655,Brazil,Hockey,120,Mobile,Events Channel 2
2024-06-07 02:00:00,3.234.73.16,19882,Namibia,Snowboarding,30,Tablet,Main Channel
2024-06-09 21:00:00,15.156.82.249,11811,South Africa,Soccer,120,Mobile,Main Channel
2024-06-09 18:00:00,204.59.102.14,15650,Namibia,Basketball,60,Desktop,Events Channel 2
2024-06-07 02:00:00,181.23.222.179,18487,Mexico,Soccer,40,Mobile,Main Channel
2024-06-10 16:00:00,120.155.7.94,12730,USA,Tennis,10,Mobile,Live Sports
2024-06-07 06:00:00,28.164.58.112,11218,South Africa,Swimming,60,Tablet,Main Channel
2024-06-09 04:00:00,55.40.29.148,13815,South Africa,Snowboarding,90,Tablet,Events Channel 2
2024-06-09 21:00:00,59.65.39.33,15852,Mexico,Soccer,90,Desktop,Events Channel 2
2024-06-07 05:00:00,234.15.92.210,10073,Brazil,Soccer,70,Tablet,Events Channel 2
2024-06-08 22:00:00,132.211.35.232,16907,USA,Swimming,40,Tablet,Events Channel 2
2024-06-10 03:00:00,51.241.170.237,10959,USA,Snowboarding,90,Mobile,Main Channel
2024-06-07 03:00:00,89.168.253.247,11860,South Africa,Basketball,70,Mobile,Live Sports
2024-06-07 19:00:00,75.235.94.53,16640,Chile,Hockey,50,Tablet,Main Channel
2024-06-09 18:00:00,120.155.7.94,16705,Brazil,Soccer,10,Mobile,Events Channel 2
2024-06-08 13:00:00,39.73.148.241,17023,South Africa,Basketball,90,Desktop,Live Sports
2024-06-09 20:00:00,56.58.40.97,18199,Namibia,Snowboarding,90,Tablet,Main Channel
2024-06-10 18:00:00,241.238.8.65,14252,Chile,Basketball,10,Tablet,Events Channel 2
2024-06-09 11:00:00,182.93.155.163,16802,Mexico,Snowboarding,40,Desktop,Live Sports
2024-06-09 14:00:00,54.180.140.147,18317,Chile,Snowboarding,40,Mobile,Live Sports
2024-06-09 16:00:00,232.21.249.53,12860,South Africa,Snowboarding,80,Tablet,Live Sports
2024-06-07 16:00:00,91.91.143.166,18480,Mexico,Tennis,80,Desktop,Live Sports
2024-06-09 04:00:00,88.228.27.168,14615,Canada,Basketball,70,Mobile,Main Channel
2024-06-09 06:00:00,164.238.213.52,17331,Mexico,Soccer,120,Mobile,Main Channel
2024-06-10 19:00:00,118.127.145.76,18680,South Africa,Hockey,40,Desktop,Main Channel
2024-06-10 06:00:00,31.110.29.208,18440,Canada,Tennis,50,Mobile,Events Channel 2
2024-06-10 02:00:00,150.159.101.159,19629,Canada,Tennis,50,Desktop,Main Channel
2024-06-09 01:00:00,195.252.169.188,11420,Namibia,Basketball,40,Desktop,Live Sports
2024-06-07 02:00:00,202.168.147.5,10527,Brazil,Hockey,120,Desktop,Events Channel 2
2024-06-08 12:00:00,204.176.244.249,11206,Brazil,Tennis,90,Tablet,Events Channel 2
2024-06-10 06:00:00,4.125.135.223,12699,Namibia,Hockey,30,Tablet,Events Channel 2
2024-06-08 16:00:00,222.27.96.168,12079,Mexico,Soccer,90,Tablet,Live Sports
2024-06-09 17:00:00,245.136.237.14,14344,Chile,Hockey,10,Mobile,Main Channel
2024-06-07 17:00:00,66.30.103.31,19125,USA,Tennis,70,Tablet,Main Channel
2024-06-09 13:00:00,245.136.237.14,12166,USA,Tennis,50,Mobile,Main Channel
2024-06-09 21:00:00,147.127.119.145,10795,South Africa,Hockey,30,Mobile,Events Channel 2
2024-06-09 13:00:00,9.124.59.170,14954,USA,Swimming,60,Desktop,Live Sports
2024-06-07 15:00:00,217.183.169.82,15358,Namibia,Basketball,40,Tablet,Live Sports
2024-06-07 14:00:00,79.29.135.29,15863,Chile,Tennis,60,Mobile,Main Channel
2024-06-10 09:00:00,184.199.171.197,11746,USA,Tennis,40,Desktop,Main Channel
2024-06-07 10:00:00,233.75.60.76,18342,South Africa,Basketball,70,Mobile,Main Channel
2024-06-07 15:00:00,209.92.97.164,19565,South Africa,Snowboarding,50,Mobile,Main Channel
2024-06-07 08:00:00,165.229.168.101,14326,Mexico,Soccer,10,Desktop,Live Sports
2024-06-08 08:00:00,116.193.204.99,11750,Brazil,Basketball,60,Mobile,Events Channel 2
2024-06-09 06:00:00,141.157.23.103,10353,Brazil,Soccer,70,Tablet,Live Sports
2024-06-09 00:00:00,74.39.4.164,17284,South Africa,Hockey,60,Desktop,Live Sports
2024-06-08 05:00:00,231.137.97.148,15182,Mexico,Swimming,120,Tablet,Live Sports
2024-06-08 09:00:00,38.229.97.219,18086,Brazil,Snowboarding,60,Mobile,Events Channel 2
2024-06-08 09:00:00,161.209.22.191,19845,Chile,Snowboarding,80,Tablet,Main Channel
2024-06-07 13:00:00,96.183.211.120,14725,Brazil,Snowboarding,30,Tablet,Main Channel
2024-06-07 18:00:00,149.44.82.123,19703,Chile,Soccer,10,Tablet,Main Channel
2024-06-07 10:00:00,175.157.211.6,16114,Mexico,Hockey,80,Tablet,Live Sports
2024-06-08 14:00:00,191.238.153.164,19962,Brazil,Basketball,80,Tablet,Live Sports
2024-06-10 04:00:00,115.168.100.78,15314,Brazil,Basketball,80,Tablet,Events Channel 2
2024-06-10 08:00:00,43.211.227.243,14804,Namibia,Tennis,70,Desktop,Main Channel
2024-06-07 20:00:00,208.6.27.127,17783,Namibia,Hockey,90,Mobile,Events Channel 2
2024-06-09 18:00:00,225.68.40.189,14804,Mexico,Basketball,80,Mobile,Events Channel 2
2024-06-07 19:00:00,115.215.5.192,12791,Namibia,Basketball,50,Tablet,Events Channel 2
2024-06-08 10:00:00,87.215.159.48,15016,Chile,Basketball,120,Tablet,Live Sports
2024-06-09 06:00:00,11.93.113.172,13231,Namibia,Hockey,80,Mobile,Events Channel 2
2024-06-10 18:00:00,119.217.92.248,19969,Namibia,Basketball,30,Mobile,Live Sports
2024-06-10 04:00:00,46.59.163.162,17505,Mexico,Tennis,40,Mobile,Main Channel
2024-06-08 02:00:00,153.132.172.87,12597,South Africa,Basketball,80,Tablet,Events Channel 2
2024-06-07 13:00:00,122.97.48.1,14581,USA,Hockey,60,Mobile,Main Channel
2024-06-07 05:00:00,214.46.121.215,17757,South Africa,Hockey,40,Tablet,Events Channel 2
2024-06-09 04:00:00,204.206.91.186,19781,Canada,Soccer,80,Tablet,Main Channel
2024-06-10 16:00:00,165.176.232.235,10581,USA,Tennis,90,Mobile,Live Sports
2024-06-10 15:00:00,148.218.45.70,15143,Mexico,Hockey,70,Desktop,Live Sports
2024-06-09 11:00:00,60.58.133.222,19490,Canada,Hockey,120,Tablet,Live Sports
2024-06-08 05:00:00,57.235.201.108,10549,Mexico,Tennis,30,Tablet,Events Channel 2
2024-06-08 17:00:00,3.234.73.16,12141,Canada,Swimming,70,Desktop,Main Channel
2024-06-08 22:00:00,164.250.42.6,17975,Brazil,Swimming,30,Mobile,Main Channel
2024-06-07 02:00:00,11.45.13.24,10017,Chile,Hockey,70,Desktop,Live Sports
2024-06-08 15:00:00,55.99.84.153,15777,Namibia,Tennis,50,Mobile,Main Channel
2024-06-10 16:00:00,129.239.149.63,16869,Namibia,Basketball,10,Desktop,Events Channel 2
2024-06-09 15:00:00,72.121.103.58,13773,Brazil,Swimming,90,Mobile,Main Channel
2024-06-08 20:00:00,35.40.88.1,10690,USA,Tennis,10,Tablet,Main Channel
2024-06-10 03:00:00,113.95.54.12,10606,Canada,Snowboarding,50,Desktop,Main Channel
2024-06-08 17:00:00,97.4.97.133,12397,Mexico,Basketball,50,Tablet,Live Sports
2024-06-08 09:00:00,188.189.205.197,16886,Namibia,Soccer,40,Tablet,Events Channel 2
2024-06-10 00:00:00,238.45.32.24,17645,South Africa,Snowboarding,70,Tablet,Live Sports
2024-06-10 02:00:00,52.61.172.7,13405,Chile,Tennis,70,Tablet,Main Channel
2024-06-08 10:00:00,57.130.97.225,11542,Canada,Basketball,70,Mobile,Events Channel 2
2024-06-10 16:00:00,66.244.226.123,17010,Chile,Basketball,30,Tablet,Live Sports
2024-06-10 00:00:00,16.217.79.18,15928,Namibia,Basketball,30,Mobile,Events Channel 2
2024-06-10 05:00:00,14.232.38.239,18353,USA,Soccer,40,Tablet,Live Sports
2024-06-09 17:00:00,178.48.64.42,16747,Chile,Soccer,80,Mobile,Live Sports
2024-06-10 12:00:00,142.235.19.176,13506,Namibia,Tennis,90,Tablet,Live Sports
2024-06-08 09:00:00,238.52.120.16,13879,Canada,Soccer,70,Desktop,Main Channel
2024-06-10 09:00:00,77.7.239.4,14476,Canada,Snowboarding,70,Tablet,Main Channel
2024-06-07 10:00:00,227.152.253.89,17759,Mexico,Soccer,30,Mobile,Live Sports
2024-06-10 02:00:00,20.40.36.22,10474,Canada,Soccer,70,Desktop,Events Channel 2
2024-06-09 11:00:00,7.208.233.189,12824,South Africa,Hockey,90,Tablet,Live Sports
2024-06-07 03:00:00,97.8.207.142,18583,USA,Basketball,120,Desktop,Main Channel
2024-06-08 16:00:00,27.47.34.223,14590,Chile,Hockey,40,Tablet,Main Channel
2024-06-09 17:00:00,41.73.220.166,19662,South Africa,Basketball,90,Desktop,Events Channel 2
2024-06-07 12:00:00,108.237.115.147,16232,Brazil,Swimming,10,Tablet,Main Channel
2024-06-10 22:00:00,169.121.14.205,19677,Mexico,Hockey,80,Tablet,Main Channel
2024-06-07 13:00:00,225.249.88.111,15005,Namibia,Snowboarding,10,Tablet,Events Channel 2
2024-06-07 09:00:00,110.246.5.97,17746,Mexico,Swimming,90,Tablet,Events Channel 2
2024-06-07 16:00:00,226.112.165.124,10954,USA,Soccer,50,Desktop,Events Channel 2
2024-06-08 02:00:00,201.219.116.5,16301,South Africa,Basketball,60,Desktop,Events Channel 2
2024-06-10 18:00:00,80.34.135.88,17372,Namibia,Snowboarding,30,Mobile,Events Channel 2
2024-06-08 14:00:00,53.254.46.16,10631,Canada,Swimming,50,Mobile,Live Sports
2024-06-08 06:00:00,46.108.22.90,10519,USA,Soccer,30,Desktop,Live Sports
2024-06-08 03:00:00,139.250.138.13,16687,South Africa,Hockey,120,Desktop,Live Sports
2024-06-09 20:00:00,154.184.118.110,17471,South Africa,Hockey,50,Desktop,Events Channel 2
2024-06-07 02:00:00,160.202.24.144,18358,USA,Snowboarding,80,Tablet,Live Sports
2024-06-09 19:00:00,80.166.79.40,19543,USA,Swimming,10,Tablet,Live Sports
2024-06-09 21:00:00,129.121.217.146,18993,Canada,Soccer,120,Desktop,Events Channel 2
2024-06-07 15:00:00,102.75.227.250,16332,South Africa,Tennis,50,Desktop,Main Channel
2024-06-08 01:00:00,230.124.142.15,14876,USA,Soccer,120,Tablet,Main Channel
2024-06-10 00:00:00,1.247.230.65,19476,Namibia,Hockey,60,Tablet,Main Channel
2024-06-09 02:00:00,249.34.192.249,13586,Canada,Soccer,70,Tablet,Events Channel 2
2024-06-09 01:00:00,83.54.149.212,16446,Chile,Hockey,70,Tablet,Events Channel 2
2024-06-08 21:00:00,48.232.249.171,16434,USA,Soccer,80,Mobile,Live Sports
2024-06-10 16:00:00,147.214.106.205,19503,Chile,Tennis,10,Mobile,Main Channel
2024-06-10 02:00:00,177.173.230.102,18804,USA,Tennis,30,Tablet,Live Sports
2024-06-07 22:00:00,130.191.40.164,12810,Canada,Soccer,10,Tablet,Main Channel
2024-06-07 23:00:00,184.128.27.221,11766,Chile,Basketball,50,Desktop,Live Sports
2024-06-07 00:00:00,220.151.46.17,18126,South Africa,Swimming,10,Desktop,Events Channel 2
2024-06-09 15:00:00,220.151.46.17,13859,Canada,Snowboarding,120,Desktop,Main Channel
2024-06-08 23:00:00,33.170.93.68,17096,Chile,Hockey,50,Desktop,Live Sports
2024-06-08 14:00:00,187.166.149.179,14131,Namibia,Hockey,30,Mobile,Events Channel 2
2024-06-08 06:00:00,91.91.143.166,13065,South Africa,Soccer,40,Desktop,Main Channel
2024-06-09 22:00:00,57.130.97.225,12212,South Africa,Basketball,50,Mobile,Live Sports
2024-06-10 07:00:00,96.154.42.74,14746,Mexico,Soccer,70,Desktop,Events Channel 2
2024-06-09 16:00:00,222.147.93.126,17547,USA,Swimming,70,Tablet,Live Sports
2024-06-09 13:00:00,77.132.148.62,13027,Mexico,Swimming,40,Tablet,Main Channel
2024-06-08 16:00:00,234.56.245.10,15073,South Africa,Snowboarding,90,Mobile,Live Sports
2024-06-07 08:00:00,210.252.79.60,10121,USA,Tennis,50,Tablet,Live Sports
2024-06-07 16:00:00,28.67.134.71,10784,South Africa,Snowboarding,120,Tablet,Events Channel 2
2024-06-09 02:00:00,241.224.109.38,16352,Namibia,Soccer,120,Mobile,Live Sports
2024-06-09 15:00:00,180.99.28.252,12380,Chile,Snowboarding,40,Desktop,Events Channel 2
2024-06-09 17:00:00,171.88.213.124,19601,South Africa,Soccer,50,Mobile,Live Sports
2024-06-07 16:00:00,59.195.207.148,12425,Canada,Swimming,80,Mobile,Main Channel
2024-06-07 18:00:00,145.115.163.87,15899,Mexico,Hockey,60,Desktop,Events Channel 2
2024-06-07 23:00:00,141.48.120.212,11907,South Africa,Snowboarding,60,Mobile,Main Channel
2024-06-10 18:00:00,211.7.142.65,19410,South Africa,Soccer,80,Desktop,Events Channel 2
2024-06-09 12:00:00,25.62.121.58,18113,USA,Snowboarding,10,Tablet,Live Sports
2024-06-07 03:00:00,174.84.71.217,19605,South Africa,Hockey,50,Tablet,Live Sports
2024-06-09 07:00:00,49.141.25.32,10108,Namibia,Basketball,70,Desktop,Live Sports
2024-06-09 08:00:00,66.73.188.73,14395,South Africa,Tennis,30,Desktop,Events Channel 2
2024-06-09 04:00:00,6.144.51.224,11648,Canada,Soccer,80,Mobile,Main Channel
2024-06-07 19:00:00,42.101.12.204,13213,Canada,Swimming,120,Tablet,Main Channel
2024-06-08 12:00:00,39.154.130.92,14353,Mexico,Snowboarding,70,Tablet,Live Sports
2024-06-08 16:00:00,89.68.200.242,11105,Canada,Tennis,50,Desktop,Main Channel
2024-06-10 01:00:00,208.250.38.104,10869,Namibia,Snowboarding,10,Desktop,Events Channel 2
2024-06-07 01:00:00,62.199.177.154,14043,Mexico,Soccer,10,Mobile,Live Sports
2024-06-07 13:00:00,21.188.77.94,12543,Mexico,Swimming,80,Desktop,Events Channel 2
2024-06-08 20:00:00,64.54.54.211,19911,South Africa,Basketball,90,Tablet,Live Sports
2024-06-08 14:00:00,204.175.15.153,19293,Mexico,Swimming,10,Desktop,Events Channel 2
2024-06-07 19:00:00,68.33.205.138,10234,Namibia,Hockey,40,Tablet,Events Channel 2
2024-06-07 15:00:00,73.114.242.210,15995,Brazil,Tennis,90,Tablet,Live Sports
2024-06-07 04:00:00,190.251.148.43,12663,Brazil,Hockey,40,Desktop,Main Channel
2024-06-07 07:00:00,29.10.32.64,12649,Canada,Swimming,60,Mobile,Events Channel 2
2024-06-09 13:00:00,110.85.88.25,16349,Brazil,Tennis,40,Desktop,Main Channel
2024-06-10 13:00:00,89.19.200.62,18153,Canada,Basketball,60,Mobile,Main Channel
2024-06-09 17:00:00,151.222.243.205,15829,USA,Tennis,60,Desktop,Live Sports
2024-06-08 13:00:00,211.249.129.17,16500,Canada,Snowboarding,10,Tablet,Live Sports
2024-06-09 19:00:00,175.157.211.6,19101,Canada,Snowboarding,30,Desktop,Events Channel 2
2024-06-10 16:00:00,159.109.39.157,10891,South Africa,Snowboarding,50,Tablet,Main Channel
2024-06-09 23:00:00,71.187.39.171,14048,South Africa,Hockey,80,Desktop,Live Sports
2024-06-10 21:00:00,136.66.125.48,11975,Canada,Swimming,60,Mobile,Live Sports
2024-06-09 07:00:00,109.99.28.247,18905,Canada,Snowboarding,70,Mobile,Events Channel 2
2024-06-07 12:00:00,101.42.95.203,12356,Mexico,Swimming,30,Tablet,Events Channel 2
2024-06-09 02:00:00,89.151.153.164,18512,Brazil,Tennis,80,Desktop,Live Sports
2024-06-10 01:00:00,55.40.29.148,12775,Chile,Tennis,70,Desktop,Live Sports
2024-06-07 01:00:00,96.51.47.44,17713,USA,Soccer,30,Tablet,Events Channel 2
2024-06-09 08:00:00,186.138.21.96,10213,Canada,Soccer,50,Mobile,Live Sports
2024-06-08 14:00:00,12.231.223.188,17152,South Africa,Snowboarding,90,Tablet,Main Channel
2024-06-10 07:00:00,58.233.236.205,17688,South Africa,Swimming,70,Mobile,Live Sports
2024-06-08 14:00:00,67.127.148.110,10141,South Africa,Soccer,30,Tablet,Live Sports
2024-06-10 09:00:00,198.117.77.83,15813,USA,Snowboarding,90,Mobile,Live Sports
2024-06-07 10:00:00,84.173.43.112,15368,South Africa,Swimming,90,Mobile,Live Sports
2024-06-09 20:00:00,34.114.200.253,14851,Chile,Tennis,90,Tablet,Live Sports
2024-06-09 16:00:00,182.1.252.195,12161,Mexico,Basketball,40,Mobile,Main Channel
2024-06-10 03:00:00,161.31.144.192,12874,Mexico,Snowboarding,70,Tablet,Live Sports
2024-06-10 22:00:00,211.129.149.192,12171,Chile,Tennis,30,Tablet,Events Channel 2
2024-06-10 11:00:00,238.165.84.36,11622,USA,Basketball,40,Tablet,Live Sports
2024-06-08 04:00:00,192.25.222.4,10497,Canada,Tennis,60,Mobile,Main Channel
2024-06-07 11:00:00,147.164.205.51,15042,USA,Basketball,120,Mobile,Events Channel 2
2024-06-10 19:00:00,164.110.4.115,15761,Namibia,Basketball,70,Mobile,Events Channel 2
2024-06-10 23:00:00,235.218.23.223,10563,Chile,Hockey,30,Desktop,Events Channel 2
2024-06-10 10:00:00,33.61.61.106,14808,Namibia,Swimming,80,Tablet,Events Channel 2
2024-06-09 02:00:00,47.12.175.93,17874,Canada,Soccer,50,Desktop,Events Channel 2
2024-06-08 10:00:00,18.178.86.190,17287,Chile,Tennis,60,Desktop,Live Sports
2024-06-07 08:00:00,198.196.136.202,15987,Mexico,Tennis,10,Mobile,Main Channel
2024-06-10 19:00:00,59.240.26.122,18527,Canada,Snowboarding,30,Desktop,Main Channel
2024-06-09 17:00:00,163.103.108.148,11534,Namibia,Snowboarding,70,Mobile,Events Channel 2
2024-06-07 00:00:00,215.17.182.45,10394,Namibia,Basketball,80,Desktop,Live Sports
2024-06-07 04:00:00,252.169.234.241,11233,USA,Soccer,90,Desktop,Main Channel
2024-06-09 01:00:00,62.230.236.154,17532,Chile,Swimming,60,Tablet,Main Channel
2024-06-07 12:00:00,117.57.56.211,19367,Brazil,Hockey,10,Desktop,Live Sports
2024-06-07 18:00:00,236.203.224.222,11386,Namibia,Swimming,30,Tablet,Live Sports
2024-06-10 09:00:00,184.164.21.159,12738,Namibia,Soccer,90,Desktop,Live Sports
2024-06-09 01:00:00,155.118.180.80,16029,Chile,Basketball,90,Tablet,Live Sports
2024-06-08 01:00:00,127.248.148.198,12586,Brazil,Hockey,30,Mobile,Main Channel
2024-06-10 10:00:00,55.158.176.126,15831,USA,Swimming,30,Mobile,Main Channel
2024-06-09 08:00:00,12.62.46.209,11424,USA,Snowboarding,40,Desktop,Live Sports
2024-06-10 03:00:00,146.72.104.161,13603,Mexico,Soccer,120,Desktop,Main Channel
2024-06-08 10:00:00,138.152.99.137,17681,USA,Swimming,10,Mobile,Events Channel 2
2024-06-07 15:00:00,66.22.114.178,12386,Mexico,Basketball,90,Tablet,Events Channel 2
2024-06-10 08:00:00,23.94.67.101,14835,Chile,Basketball,90,Desktop,Main Channel
2024-06-08 07:00:00,152.241.51.233,18679,Mexico,Tennis,80,Tablet,Live Sports
2024-06-10 23:00:00,13.115.34.98,11038,Chile,Hockey,50,Desktop,Live Sports
2024-06-09 06:00:00,65.198.92.228,15241,South Africa,Snowboarding,80,Mobile,Events Channel 2
2024-06-07 04:00:00,144.177.51.127,19380,Chile,Basketball,10,Desktop,Live Sports
2024-06-10 19:00:00,162.189.251.14,14388,Brazil,Swimming,120,Desktop,Events Channel 2
2024-06-07 23:00:00,148.31.231.220,10396,Namibia,Hockey,90,Mobile,Main Channel
2024-06-07 14:00:00,165.153.254.180,13829,Brazil,Basketball,90,Tablet,Events Channel 2
2024-06-09 04:00:00,136.94.75.52,17896,Chile,Hockey,120,Tablet,Live Sports
2024-06-08 02:00:00,191.66.203.150,12308,Brazil,Tennis,70,Tablet,Live Sports
2024-06-09 01:00:00,51.230.11.102,17765,South Africa,Basketball,70,Desktop,Live Sports
2024-06-07 17:00:00,188.34.220.184,16784,Namibia,Tennis,10,Mobile,Live Sports
2024-06-10 19:00:00,51.105.13.211,12959,USA,Hockey,10,Tablet,Live Sports
2024-06-07 08:00:00,84.148.205.92,11694,Namibia,Snowboarding,80,Mobile,Main Channel
2024-06-09 11:00:00,108.201.156.35,14484,Chile,Hockey,70,Mobile,Live Sports
2024-06-07 00:00:00,57.140.195.19,13921,South Africa,Hockey,120,Mobile,Main Channel
2024-06-08 04:00:00,100.184.99.162,14626,USA,Snowboarding,70,Mobile,Live Sports
2024-06-08 06:00:00,201.25.49.3,17849,Namibia,Soccer,120,Tablet,Live Sports
2024-06-10 12:00:00,222.49.186.165,10216,Brazil,Snowboarding,10,Tablet,Main Channel
2024-06-09 19:00:00,52.207.171.120,19383,USA,Soccer,120,Tablet,Main Channel
2024-06-09 13:00:00,78.130.154.48,12740,USA,Tennis,70,Desktop,Events Channel 2
2024-06-09 02:00:00,120.44.75.21,19449,Canada,Soccer,120,Mobile,Events Channel 2
2024-06-08 03:00:00,220.73.110.22,19482,South Africa,Basketball,40,Tablet,Live Sports
2024-06-10 13:00:00,38.121.136.246,14158,Brazil,Tennis,90,Mobile,Events Channel 2
2024-06-08 12:00:00,195.76.241.83,12908,South Africa,Hockey,40,Mobile,Main Channel
2024-06-09 07:00:00,124.56.139.172,19190,Mexico,Basketball,50,Desktop,Main Channel
2024-06-09 02:00:00,35.72.184.211,14140,South Africa,Swimming,50,Tablet,Live Sports
2024-06-10 08:00:00,253.121.248.89,14850,Chile,Swimming,90,Desktop,Events Channel 2
2024-06-07 06:00:00,95.44.125.25,17081,Namibia,Snowboarding,90,Mobile,Main Channel
2024-06-08 16:00:00,161.71.251.249,12444,Namibia,Soccer,40,Mobile,Main Channel
2024-06-08 18:00:00,142.25.228.172,16727,Mexico,Snowboarding,30,Mobile,Live Sports
2024-06-08 11:00:00,233.76.114.140,10139,Chile,Soccer,30,Tablet,Live Sports
2024-06-09 19:00:00,25.26.109.101,15740,USA,Basketball,70,Mobile,Live Sports
2024-06-07 17:00:00,12.231.223.188,13098,South Africa,Swimming,90,Mobile,Events Channel 2
